Fund Name,Date,NAV
Parag Parikh Flexi Cap Fund Reg (G),10-02-2025,79.94
Parag Parikh Flexi Cap Fund Reg (G),11-02-2025,79.0763
Parag Parikh Flexi Cap Fund Reg (G),12-02-2025,79.0996
Parag Parikh Flexi Cap Fund Reg (G),13-02-2025,79.3186
Parag Parikh Flexi Cap Fund Reg (G),14-02-2025,78.9611
Parag Parikh Flexi Cap Fund Reg (G),17-02-2025,79.1047
Parag Parikh Flexi Cap Fund Reg (G),18-02-2025,79.0303
Parag Parikh Flexi Cap Fund Reg (G),19-02-2025,78.899
Parag Parikh Flexi Cap Fund Reg (G),20-02-2025,79.0589
Parag Parikh Flexi Cap Fund Reg (G),21-02-2025,78.3492
Parag Parikh Flexi Cap Fund Reg (G),24-02-2025,77.7977
Parag Parikh Flexi Cap Fund Reg (G),25-02-2025,77.5478
Parag Parikh Flexi Cap Fund Reg (G),27-02-2025,77.4569
Parag Parikh Flexi Cap Fund Reg (G),28-02-2025,76.8061
Parag Parikh Flexi Cap Fund Reg (G),03-03-2025,76.2495
Parag Parikh Flexi Cap Fund Reg (G),04-03-2025,76.0579
Parag Parikh Flexi Cap Fund Reg (G),05-03-2025,77.0232
Parag Parikh Flexi Cap Fund Reg (G),06-03-2025,77.1432
Parag Parikh Flexi Cap Fund Reg (G),07-03-2025,77.0951
Parag Parikh Flexi Cap Fund Reg (G),10-03-2025,76.6495
Parag Parikh Flexi Cap Fund Reg (G),11-03-2025,76.5775
Parag Parikh Flexi Cap Fund Reg (G),12-03-2025,76.8498
Parag Parikh Flexi Cap Fund Reg (G),13-03-2025,76.3801
Parag Parikh Flexi Cap Fund Reg (G),17-03-2025,77.0455
Parag Parikh Flexi Cap Fund Reg (G),18-03-2025,77.52
Parag Parikh Flexi Cap Fund Reg (G),19-03-2025,77.9522
Parag Parikh Flexi Cap Fund Reg (G),20-03-2025,78.3751
Parag Parikh Flexi Cap Fund Reg (G),21-03-2025,78.9428
Parag Parikh Flexi Cap Fund Reg (G),24-03-2025,79.933
Parag Parikh Flexi Cap Fund Reg (G),25-03-2025,79.9385
Parag Parikh Flexi Cap Fund Reg (G),26-03-2025,79.4295
Parag Parikh Flexi Cap Fund Reg (G),27-03-2025,79.4843
Parag Parikh Flexi Cap Fund Reg (G),28-03-2025,78.922
Parag Parikh Flexi Cap Fund Reg (G),31-03-2025,78.8834
Parag Parikh Flexi Cap Fund Reg (G),01-04-2025,78.1136
Parag Parikh Flexi Cap Fund Reg (G),02-04-2025,78.2516
Parag Parikh Flexi Cap Fund Reg (G),03-04-2025,77.7621
Parag Parikh Flexi Cap Fund Reg (G),04-04-2025,76.871
Parag Parikh Flexi Cap Fund Reg (G),07-04-2025,75.4349
Parag Parikh Flexi Cap Fund Reg (G),08-04-2025,75.9497
Parag Parikh Flexi Cap Fund Reg (G),09-04-2025,76.8401
Parag Parikh Flexi Cap Fund Reg (G),11-04-2025,77.5799
Parag Parikh Flexi Cap Fund Reg (G),15-04-2025,78.5032
Parag Parikh Flexi Cap Fund Reg (G),16-04-2025,78.3515
Parag Parikh Flexi Cap Fund Reg (G),17-04-2025,79.0298
Parag Parikh Flexi Cap Fund Reg (G),21-04-2025,79.592
Parag Parikh Flexi Cap Fund Reg (G),22-04-2025,80.0659
Parag Parikh Flexi Cap Fund Reg (G),23-04-2025,80.6449
Parag Parikh Flexi Cap Fund Reg (G),24-04-2025,80.746
Parag Parikh Flexi Cap Fund Reg (G),25-04-2025,80.221
Parag Parikh Flexi Cap Fund Reg (G),28-04-2025,80.6926
Parag Parikh Flexi Cap Fund Reg (G),29-04-2025,80.4231
Parag Parikh Flexi Cap Fund Reg (G),30-04-2025,80.3227
Parag Parikh Flexi Cap Fund Reg (G),02-05-2025,80.8462
Parag Parikh Flexi Cap Fund Reg (G),05-05-2025,80.9125
Parag Parikh Flexi Cap Fund Reg (G),06-05-2025,80.657
Parag Parikh Flexi Cap Fund Reg (G),07-05-2025,80.8942
Parag Parikh Flexi Cap Fund Reg (G),08-05-2025,80.6964
Parag Parikh Flexi Cap Fund Reg (G),09-05-2025,79.8072
Parag Parikh Flexi Cap Fund Reg (G),12-05-2025,82.2578
Parag Parikh Flexi Cap Fund Reg (G),13-05-2025,81.6475
Parag Parikh Flexi Cap Fund Reg (G),14-05-2025,81.9617
Parag Parikh Flexi Cap Fund Reg (G),15-05-2025,82.6753
Parag Parikh Flexi Cap Fund Reg (G),16-05-2025,82.9437
Parag Parikh Flexi Cap Fund Reg (G),19-05-2025,83.3145
Parag Parikh Flexi Cap Fund Reg (G),20-05-2025,82.381
Parag Parikh Flexi Cap Fund Reg (G),21-05-2025,82.5469
Parag Parikh Flexi Cap Fund Reg (G),22-05-2025,82.1943
Parag Parikh Flexi Cap Fund Reg (G),23-05-2025,82.7259
Parag Parikh Flexi Cap Fund Reg (G),26-05-2025,82.9834
Parag Parikh Flexi Cap Fund Reg (G),27-05-2025,82.7842
Parag Parikh Flexi Cap Fund Reg (G),28-05-2025,82.5176
Parag Parikh Flexi Cap Fund Reg (G),29-05-2025,82.5829
Parag Parikh Flexi Cap Fund Reg (G),30-05-2025,82.4588
Parag Parikh Flexi Cap Fund Reg (G),02-06-2025,82.6365
Parag Parikh Flexi Cap Fund Reg (G),03-06-2025,82.1647
Parag Parikh Flexi Cap Fund Reg (G),04-06-2025,82.5513
Parag Parikh Flexi Cap Fund Reg (G),05-06-2025,82.8518
Parag Parikh Flexi Cap Fund Reg (G),06-06-2025,83.9359
Parag Parikh Flexi Cap Fund Reg (G),09-06-2025,84.3479
Parag Parikh Flexi Cap Fund Reg (G),10-06-2025,84.4751
Parag Parikh Flexi Cap Fund Reg (G),11-06-2025,84.2956
Parag Parikh Flexi Cap Fund Reg (G),12-06-2025,83.6109
Parag Parikh Flexi Cap Fund Reg (G),13-06-2025,83.2542
Parag Parikh Flexi Cap Fund Reg (G),16-06-2025,83.8233
Parag Parikh Flexi Cap Fund Reg (G),17-06-2025,83.5888
Parag Parikh Flexi Cap Fund Reg (G),18-06-2025,83.5423
Parag Parikh Flexi Cap Fund Reg (G),19-06-2025,83.4125
Parag Parikh Flexi Cap Fund Reg (G),20-06-2025,83.9388
Parag Parikh Flexi Cap Fund Reg (G),23-06-2025,83.7321
Parag Parikh Flexi Cap Fund Reg (G),24-06-2025,83.9829
Parag Parikh Flexi Cap Fund Reg (G),25-06-2025,84.4358
Parag Parikh Flexi Cap Fund Reg (G),26-06-2025,85.0697
Parag Parikh Flexi Cap Fund Reg (G),27-06-2025,85.5225
Parag Parikh Flexi Cap Fund Reg (G),30-06-2025,85.2766
Parag Parikh Flexi Cap Fund Reg (G),01-07-2025,85.0691
Parag Parikh Flexi Cap Fund Reg (G),02-07-2025,84.9397
Parag Parikh Flexi Cap Fund Reg (G),03-07-2025,84.8611
Parag Parikh Flexi Cap Fund Reg (G),04-07-2025,85.0035
Parag Parikh Flexi Cap Fund Reg (G),07-07-2025,85.0371
Parag Parikh Flexi Cap Fund Reg (G),08-07-2025,84.88
Parag Parikh Flexi Cap Fund Reg (G),09-07-2025,85.1171
Parag Parikh Flexi Cap Fund Reg (G),10-07-2025,84.8279
Parag Parikh Flexi Cap Fund Reg (G),11-07-2025,84.525
Parag Parikh Flexi Cap Fund Reg (G),14-07-2025,84.717
Parag Parikh Flexi Cap Fund Reg (G),15-07-2025,84.8095
Parag Parikh Flexi Cap Fund Reg (G),16-07-2025,84.7987
Parag Parikh Flexi Cap Fund Reg (G),17-07-2025,84.7291
Parag Parikh Flexi Cap Fund Reg (G),18-07-2025,84.3683
Parag Parikh Flexi Cap Fund Reg (G),21-07-2025,84.9076
Parag Parikh Flexi Cap Fund Reg (G),22-07-2025,84.8502
Parag Parikh Flexi Cap Fund Reg (G),23-07-2025,85.1592
Parag Parikh Flexi Cap Fund Reg (G),24-07-2025,84.8772
Parag Parikh Flexi Cap Fund Reg (G),25-07-2025,84.4617
Parag Parikh Flexi Cap Fund Reg (G),28-07-2025,84.0236
Parag Parikh Flexi Cap Fund Reg (G),29-07-2025,84.305
Parag Parikh Flexi Cap Fund Reg (G),30-07-2025,84.3218
Parag Parikh Flexi Cap Fund Reg (G),31-07-2025,84.5484
Parag Parikh Flexi Cap Fund Reg (G),01-08-2025,83.7855
Parag Parikh Flexi Cap Fund Reg (G),04-08-2025,84.0974
Parag Parikh Flexi Cap Fund Reg (G),05-08-2025,83.9469
Parag Parikh Flexi Cap Fund Reg (G),06-08-2025,83.8128
Parag Parikh Flexi Cap Fund Reg (G),07-08-2025,83.9371
Parag Parikh Flexi Cap Fund Reg (G),08-08-2025,83.6156
Parag Parikh Flexi Cap Fund Reg (G),11-08-2025,84.0432
Parag Parikh Flexi Cap Fund Reg (G),12-08-2025,84.1365
Parag Parikh Flexi Cap Fund Reg (G),13-08-2025,84.3958
Parag Parikh Flexi Cap Fund Reg (G),14-08-2025,84.5949
Parag Parikh Flexi Cap Fund Reg (G),18-08-2025,85.2382
Parag Parikh Flexi Cap Fund Reg (G),19-08-2025,84.7589
Parag Parikh Flexi Cap Fund Reg (G),20-08-2025,84.6514
Parag Parikh Flexi Cap Fund Reg (G),21-08-2025,84.6504
Parag Parikh Flexi Cap Fund Reg (G),22-08-2025,84.5157
Parag Parikh Flexi Cap Fund Reg (G),25-08-2025,84.6123
Parag Parikh Flexi Cap Fund Reg (G),26-08-2025,83.988
Parag Parikh Flexi Cap Fund Reg (G),28-08-2025,83.6017
Parag Parikh Flexi Cap Fund Reg (G),29-08-2025,83.5088
Parag Parikh Flexi Cap Fund Reg (G),01-09-2025,83.9143
Parag Parikh Flexi Cap Fund Reg (G),02-09-2025,83.7499
Parag Parikh Flexi Cap Fund Reg (G),03-09-2025,84.5141
Parag Parikh Flexi Cap Fund Reg (G),04-09-2025,84.7919
Parag Parikh Flexi Cap Fund Reg (G),05-09-2025,84.8181
Parag Parikh Flexi Cap Fund Reg (G),08-09-2025,84.8282
Parag Parikh Flexi Cap Fund Reg (G),09-09-2025,85.3163
Parag Parikh Flexi Cap Fund Reg (G),10-09-2025,85.3336
Parag Parikh Flexi Cap Fund Reg (G),11-09-2025,85.5735
Parag Parikh Flexi Cap Fund Reg (G),12-09-2025,85.8196
Parag Parikh Flexi Cap Fund Reg (G),15-09-2025,85.9228
Parag Parikh Flexi Cap Fund Reg (G),16-09-2025,86.5265
Parag Parikh Flexi Cap Fund Reg (G),17-09-2025,86.6418
Parag Parikh Flexi Cap Fund Reg (G),18-09-2025,86.8109
Parag Parikh Flexi Cap Fund Reg (G),19-09-2025,86.5047
Parag Parikh Flexi Cap Fund Reg (G),22-09-2025,86.2413
Parag Parikh Flexi Cap Fund Reg (G),23-09-2025,86.1629
Parag Parikh Flexi Cap Fund Reg (G),24-09-2025,85.9664
Parag Parikh Flexi Cap Fund Reg (G),25-09-2025,85.396
Parag Parikh Flexi Cap Fund Reg (G),26-09-2025,84.875
Parag Parikh Flexi Cap Fund Reg (G),29-09-2025,84.6453
Parag Parikh Flexi Cap Fund Reg (G),30-09-2025,84.3981
Parag Parikh Flexi Cap Fund Reg (G),01-10-2025,84.7435
Parag Parikh Flexi Cap Fund Reg (G),03-10-2025,84.8929
Parag Parikh Flexi Cap Fund Reg (G),06-10-2025,85.2244
Parag Parikh Flexi Cap Fund Reg (G),07-10-2025,85.3976
Parag Parikh Flexi Cap Fund Reg (G),08-10-2025,85.2425
Parag Parikh Flexi Cap Fund Reg (G),09-10-2025,85.3657
Parag Parikh Flexi Cap Fund Reg (G),10-10-2025,85.4106
Parag Parikh Flexi Cap Fund Reg (G),13-10-2025,85.5616
Parag Parikh Flexi Cap Fund Reg (G),14-10-2025,85.3918
Parag Parikh Flexi Cap Fund Reg (G),15-10-2025,85.6308
Parag Parikh Flexi Cap Fund Reg (G),16-10-2025,86.2343
Parag Parikh Flexi Cap Fund Reg (G),17-10-2025,86.6243
Parag Parikh Flexi Cap Fund Reg (G),20-10-2025,86.8517
Parag Parikh Flexi Cap Fund Reg (G),23-10-2025,87.3324
Parag Parikh Flexi Cap Fund Reg (G),24-10-2025,87.2542
Parag Parikh Flexi Cap Fund Reg (G),27-10-2025,87.7264
Parag Parikh Flexi Cap Fund Reg (G),28-10-2025,87.4757
Parag Parikh Flexi Cap Fund Reg (G),29-10-2025,87.5943
Parag Parikh Flexi Cap Fund Reg (G),30-10-2025,86.8315
Parag Parikh Flexi Cap Fund Reg (G),31-10-2025,86.4685
Parag Parikh Flexi Cap Fund Reg (G),03-11-2025,86.5108
Parag Parikh Flexi Cap Fund Reg (G),04-11-2025,85.9381
Parag Parikh Flexi Cap Fund Reg (G),06-11-2025,85.8846
Parag Parikh Flexi Cap Fund Reg (G),07-11-2025,85.6668
Parag Parikh Flexi Cap Fund Reg (G),10-11-2025,86.151
Parag Parikh Flexi Cap Fund Reg (G),11-11-2025,86.2441
Parag Parikh Flexi Cap Fund Reg (G),12-11-2025,86.2342
Parag Parikh Flexi Cap Fund Reg (G),13-11-2025,86.0817
Parag Parikh Flexi Cap Fund Reg (G),14-11-2025,86.3403
Parag Parikh Flexi Cap Fund Reg (G),17-11-2025,86.5373
Parag Parikh Flexi Cap Fund Reg (G),18-11-2025,86.1263
Parag Parikh Flexi Cap Fund Reg (G),19-11-2025,86.3497
Parag Parikh Flexi Cap Fund Reg (G),20-11-2025,86.4484
Parag Parikh Flexi Cap Fund Reg (G),21-11-2025,86.4404
Parag Parikh Flexi Cap Fund Reg (G),24-11-2025,86.4471
Parag Parikh Flexi Cap Fund Reg (G),25-11-2025,86.4137
Parag Parikh Flexi Cap Fund Reg (G),26-11-2025,86.9678
ICICI Pru Large Cap Fund Reg (G),26-11-2018,39.72
ICICI Pru Large Cap Fund Reg (G),27-11-2018,39.86
ICICI Pru Large Cap Fund Reg (G),28-11-2018,39.69
ICICI Pru Large Cap Fund Reg (G),29-11-2018,39.98
ICICI Pru Large Cap Fund Reg (G),30-11-2018,40.02
ICICI Pru Large Cap Fund Reg (G),03-12-2018,40.24
ICICI Pru Large Cap Fund Reg (G),04-12-2018,40.3
ICICI Pru Large Cap Fund Reg (G),05-12-2018,39.79
ICICI Pru Large Cap Fund Reg (G),06-12-2018,39.11
ICICI Pru Large Cap Fund Reg (G),07-12-2018,39.29
ICICI Pru Large Cap Fund Reg (G),10-12-2018,38.78
ICICI Pru Large Cap Fund Reg (G),11-12-2018,38.96
ICICI Pru Large Cap Fund Reg (G),12-12-2018,39.75
ICICI Pru Large Cap Fund Reg (G),13-12-2018,39.98
ICICI Pru Large Cap Fund Reg (G),14-12-2018,40.21
ICICI Pru Large Cap Fund Reg (G),18-12-2018,40.67
ICICI Pru Large Cap Fund Reg (G),19-12-2018,40.97
ICICI Pru Large Cap Fund Reg (G),20-12-2018,40.82
ICICI Pru Large Cap Fund Reg (G),21-12-2018,40.26
ICICI Pru Large Cap Fund Reg (G),24-12-2018,39.79
ICICI Pru Large Cap Fund Reg (G),26-12-2018,40.01
ICICI Pru Large Cap Fund Reg (G),27-12-2018,40.12
ICICI Pru Large Cap Fund Reg (G),28-12-2018,40.5
ICICI Pru Large Cap Fund Reg (G),31-12-2018,40.53
ICICI Pru Large Cap Fund Reg (G),01-01-2019,40.67
ICICI Pru Large Cap Fund Reg (G),02-01-2019,40.11
ICICI Pru Large Cap Fund Reg (G),03-01-2019,39.66
ICICI Pru Large Cap Fund Reg (G),04-01-2019,39.91
ICICI Pru Large Cap Fund Reg (G),07-01-2019,40.07
ICICI Pru Large Cap Fund Reg (G),08-01-2019,40.24
ICICI Pru Large Cap Fund Reg (G),09-01-2019,40.45
ICICI Pru Large Cap Fund Reg (G),10-01-2019,40.36
ICICI Pru Large Cap Fund Reg (G),11-01-2019,40.36
ICICI Pru Large Cap Fund Reg (G),14-01-2019,40.11
ICICI Pru Large Cap Fund Reg (G),15-01-2019,40.5
ICICI Pru Large Cap Fund Reg (G),16-01-2019,40.54
ICICI Pru Large Cap Fund Reg (G),17-01-2019,40.51
ICICI Pru Large Cap Fund Reg (G),18-01-2019,40.28
ICICI Pru Large Cap Fund Reg (G),21-01-2019,40.31
ICICI Pru Large Cap Fund Reg (G),22-01-2019,40.17
ICICI Pru Large Cap Fund Reg (G),23-01-2019,39.87
ICICI Pru Large Cap Fund Reg (G),24-01-2019,39.83
ICICI Pru Large Cap Fund Reg (G),25-01-2019,39.53
ICICI Pru Large Cap Fund Reg (G),28-01-2019,39.08
ICICI Pru Large Cap Fund Reg (G),29-01-2019,39.06
ICICI Pru Large Cap Fund Reg (G),30-01-2019,39.21
ICICI Pru Large Cap Fund Reg (G),31-01-2019,39.74
ICICI Pru Large Cap Fund Reg (G),01-02-2019,39.79
ICICI Pru Large Cap Fund Reg (G),04-02-2019,39.69
ICICI Pru Large Cap Fund Reg (G),05-02-2019,39.66
ICICI Pru Large Cap Fund Reg (G),06-02-2019,40.14
ICICI Pru Large Cap Fund Reg (G),07-02-2019,40.26
ICICI Pru Large Cap Fund Reg (G),08-02-2019,39.72
ICICI Pru Large Cap Fund Reg (G),11-02-2019,39.48
ICICI Pru Large Cap Fund Reg (G),12-02-2019,39.28
ICICI Pru Large Cap Fund Reg (G),13-02-2019,39.03
ICICI Pru Large Cap Fund Reg (G),14-02-2019,38.83
ICICI Pru Large Cap Fund Reg (G),15-02-2019,38.71
ICICI Pru Large Cap Fund Reg (G),18-02-2019,38.52
ICICI Pru Large Cap Fund Reg (G),19-02-2019,38.54
ICICI Pru Large Cap Fund Reg (G),20-02-2019,39.06
ICICI Pru Large Cap Fund Reg (G),21-02-2019,39.23
ICICI Pru Large Cap Fund Reg (G),22-02-2019,39.45
ICICI Pru Large Cap Fund Reg (G),25-02-2019,39.78
ICICI Pru Large Cap Fund Reg (G),26-02-2019,39.62
ICICI Pru Large Cap Fund Reg (G),27-02-2019,39.52
ICICI Pru Large Cap Fund Reg (G),28-02-2019,39.72
ICICI Pru Large Cap Fund Reg (G),01-03-2019,39.94
ICICI Pru Large Cap Fund Reg (G),05-03-2019,40.5
ICICI Pru Large Cap Fund Reg (G),06-03-2019,40.74
ICICI Pru Large Cap Fund Reg (G),07-03-2019,40.61
ICICI Pru Large Cap Fund Reg (G),08-03-2019,40.55
ICICI Pru Large Cap Fund Reg (G),11-03-2019,41.21
ICICI Pru Large Cap Fund Reg (G),12-03-2019,41.56
ICICI Pru Large Cap Fund Reg (G),13-03-2019,41.45
ICICI Pru Large Cap Fund Reg (G),14-03-2019,41.49
ICICI Pru Large Cap Fund Reg (G),15-03-2019,41.8
ICICI Pru Large Cap Fund Reg (G),18-03-2019,41.81
ICICI Pru Large Cap Fund Reg (G),19-03-2019,42.02
ICICI Pru Large Cap Fund Reg (G),20-03-2019,41.86
ICICI Pru Large Cap Fund Reg (G),22-03-2019,41.71
ICICI Pru Large Cap Fund Reg (G),25-03-2019,41.46
ICICI Pru Large Cap Fund Reg (G),26-03-2019,41.83
ICICI Pru Large Cap Fund Reg (G),27-03-2019,41.65
ICICI Pru Large Cap Fund Reg (G),28-03-2019,42
ICICI Pru Large Cap Fund Reg (G),29-03-2019,42.19
ICICI Pru Large Cap Fund Reg (G),31-03-2019,42.19
ICICI Pru Large Cap Fund Reg (G),01-04-2019,42.4
ICICI Pru Large Cap Fund Reg (G),02-04-2019,42.53
ICICI Pru Large Cap Fund Reg (G),03-04-2019,42.2
ICICI Pru Large Cap Fund Reg (G),04-04-2019,42.16
ICICI Pru Large Cap Fund Reg (G),05-04-2019,42.4
ICICI Pru Large Cap Fund Reg (G),08-04-2019,42.23
ICICI Pru Large Cap Fund Reg (G),09-04-2019,42.44
ICICI Pru Large Cap Fund Reg (G),10-04-2019,42.14
ICICI Pru Large Cap Fund Reg (G),11-04-2019,42.15
ICICI Pru Large Cap Fund Reg (G),12-04-2019,42.34
ICICI Pru Large Cap Fund Reg (G),15-04-2019,42.48
ICICI Pru Large Cap Fund Reg (G),16-04-2019,42.81
ICICI Pru Large Cap Fund Reg (G),18-04-2019,42.57
ICICI Pru Large Cap Fund Reg (G),22-04-2019,42.11
ICICI Pru Large Cap Fund Reg (G),23-04-2019,41.99
ICICI Pru Large Cap Fund Reg (G),24-04-2019,42.45
ICICI Pru Large Cap Fund Reg (G),25-04-2019,42.22
ICICI Pru Large Cap Fund Reg (G),26-04-2019,42.52
ICICI Pru Large Cap Fund Reg (G),30-04-2019,42.6
ICICI Pru Large Cap Fund Reg (G),02-05-2019,42.42
ICICI Pru Large Cap Fund Reg (G),03-05-2019,42.51
ICICI Pru Large Cap Fund Reg (G),06-05-2019,42.15
ICICI Pru Large Cap Fund Reg (G),07-05-2019,41.85
ICICI Pru Large Cap Fund Reg (G),08-05-2019,41.45
ICICI Pru Large Cap Fund Reg (G),09-05-2019,41.22
ICICI Pru Large Cap Fund Reg (G),10-05-2019,41.14
ICICI Pru Large Cap Fund Reg (G),13-05-2019,40.6
ICICI Pru Large Cap Fund Reg (G),14-05-2019,40.89
ICICI Pru Large Cap Fund Reg (G),15-05-2019,40.71
ICICI Pru Large Cap Fund Reg (G),16-05-2019,40.98
ICICI Pru Large Cap Fund Reg (G),17-05-2019,41.34
ICICI Pru Large Cap Fund Reg (G),20-05-2019,42.76
ICICI Pru Large Cap Fund Reg (G),21-05-2019,42.3
ICICI Pru Large Cap Fund Reg (G),22-05-2019,42.44
ICICI Pru Large Cap Fund Reg (G),23-05-2019,42.17
ICICI Pru Large Cap Fund Reg (G),24-05-2019,42.96
ICICI Pru Large Cap Fund Reg (G),27-05-2019,43.38
ICICI Pru Large Cap Fund Reg (G),28-05-2019,43.46
ICICI Pru Large Cap Fund Reg (G),29-05-2019,43.06
ICICI Pru Large Cap Fund Reg (G),30-05-2019,43.28
ICICI Pru Large Cap Fund Reg (G),31-05-2019,43.25
ICICI Pru Large Cap Fund Reg (G),03-06-2019,43.66
ICICI Pru Large Cap Fund Reg (G),04-06-2019,43.52
ICICI Pru Large Cap Fund Reg (G),06-06-2019,43.02
ICICI Pru Large Cap Fund Reg (G),07-06-2019,43.08
ICICI Pru Large Cap Fund Reg (G),10-06-2019,43.28
ICICI Pru Large Cap Fund Reg (G),11-06-2019,43.43
ICICI Pru Large Cap Fund Reg (G),12-06-2019,43.29
ICICI Pru Large Cap Fund Reg (G),13-06-2019,43.39
ICICI Pru Large Cap Fund Reg (G),14-06-2019,43.05
ICICI Pru Large Cap Fund Reg (G),17-06-2019,42.52
ICICI Pru Large Cap Fund Reg (G),18-06-2019,42.65
ICICI Pru Large Cap Fund Reg (G),19-06-2019,42.61
ICICI Pru Large Cap Fund Reg (G),20-06-2019,43.13
ICICI Pru Large Cap Fund Reg (G),21-06-2019,42.89
ICICI Pru Large Cap Fund Reg (G),24-06-2019,42.76
ICICI Pru Large Cap Fund Reg (G),25-06-2019,42.97
ICICI Pru Large Cap Fund Reg (G),26-06-2019,43.26
ICICI Pru Large Cap Fund Reg (G),27-06-2019,43.29
ICICI Pru Large Cap Fund Reg (G),28-06-2019,43.2
ICICI Pru Large Cap Fund Reg (G),01-07-2019,43.42
ICICI Pru Large Cap Fund Reg (G),02-07-2019,43.61
ICICI Pru Large Cap Fund Reg (G),03-07-2019,43.63
ICICI Pru Large Cap Fund Reg (G),04-07-2019,43.72
ICICI Pru Large Cap Fund Reg (G),05-07-2019,43.18
ICICI Pru Large Cap Fund Reg (G),08-07-2019,42.24
ICICI Pru Large Cap Fund Reg (G),09-07-2019,42.27
ICICI Pru Large Cap Fund Reg (G),10-07-2019,42
ICICI Pru Large Cap Fund Reg (G),11-07-2019,42.25
ICICI Pru Large Cap Fund Reg (G),12-07-2019,42.21
ICICI Pru Large Cap Fund Reg (G),15-07-2019,42.31
ICICI Pru Large Cap Fund Reg (G),16-07-2019,42.53
ICICI Pru Large Cap Fund Reg (G),17-07-2019,42.58
ICICI Pru Large Cap Fund Reg (G),18-07-2019,42.21
ICICI Pru Large Cap Fund Reg (G),19-07-2019,41.66
ICICI Pru Large Cap Fund Reg (G),22-07-2019,41.54
ICICI Pru Large Cap Fund Reg (G),23-07-2019,41.56
ICICI Pru Large Cap Fund Reg (G),24-07-2019,41.33
ICICI Pru Large Cap Fund Reg (G),25-07-2019,41.41
ICICI Pru Large Cap Fund Reg (G),26-07-2019,41.42
ICICI Pru Large Cap Fund Reg (G),29-07-2019,41.02
ICICI Pru Large Cap Fund Reg (G),30-07-2019,40.73
ICICI Pru Large Cap Fund Reg (G),31-07-2019,40.81
ICICI Pru Large Cap Fund Reg (G),01-08-2019,40.21
ICICI Pru Large Cap Fund Reg (G),02-08-2019,40.27
ICICI Pru Large Cap Fund Reg (G),05-08-2019,39.89
ICICI Pru Large Cap Fund Reg (G),06-08-2019,40.23
ICICI Pru Large Cap Fund Reg (G),07-08-2019,39.9
ICICI Pru Large Cap Fund Reg (G),08-08-2019,40.44
ICICI Pru Large Cap Fund Reg (G),09-08-2019,40.68
ICICI Pru Large Cap Fund Reg (G),13-08-2019,39.72
ICICI Pru Large Cap Fund Reg (G),14-08-2019,40.27
ICICI Pru Large Cap Fund Reg (G),16-08-2019,40.39
ICICI Pru Large Cap Fund Reg (G),19-08-2019,40.43
ICICI Pru Large Cap Fund Reg (G),20-08-2019,40.3
ICICI Pru Large Cap Fund Reg (G),21-08-2019,39.96
ICICI Pru Large Cap Fund Reg (G),22-08-2019,39.38
ICICI Pru Large Cap Fund Reg (G),23-08-2019,39.71
ICICI Pru Large Cap Fund Reg (G),26-08-2019,40.43
ICICI Pru Large Cap Fund Reg (G),27-08-2019,40.59
ICICI Pru Large Cap Fund Reg (G),28-08-2019,40.32
ICICI Pru Large Cap Fund Reg (G),29-08-2019,40.15
ICICI Pru Large Cap Fund Reg (G),30-08-2019,40.37
ICICI Pru Large Cap Fund Reg (G),03-09-2019,39.55
ICICI Pru Large Cap Fund Reg (G),04-09-2019,39.84
ICICI Pru Large Cap Fund Reg (G),05-09-2019,39.99
ICICI Pru Large Cap Fund Reg (G),06-09-2019,40.39
ICICI Pru Large Cap Fund Reg (G),09-09-2019,40.52
ICICI Pru Large Cap Fund Reg (G),11-09-2019,40.61
ICICI Pru Large Cap Fund Reg (G),12-09-2019,40.46
ICICI Pru Large Cap Fund Reg (G),13-09-2019,40.82
ICICI Pru Large Cap Fund Reg (G),16-09-2019,40.64
ICICI Pru Large Cap Fund Reg (G),17-09-2019,40.05
ICICI Pru Large Cap Fund Reg (G),18-09-2019,40.09
ICICI Pru Large Cap Fund Reg (G),19-09-2019,39.74
ICICI Pru Large Cap Fund Reg (G),20-09-2019,41.62
ICICI Pru Large Cap Fund Reg (G),23-09-2019,42.57
ICICI Pru Large Cap Fund Reg (G),24-09-2019,42.46
ICICI Pru Large Cap Fund Reg (G),25-09-2019,41.87
ICICI Pru Large Cap Fund Reg (G),26-09-2019,42.45
ICICI Pru Large Cap Fund Reg (G),27-09-2019,42.33
ICICI Pru Large Cap Fund Reg (G),30-09-2019,42.31
ICICI Pru Large Cap Fund Reg (G),01-10-2019,41.93
ICICI Pru Large Cap Fund Reg (G),03-10-2019,41.64
ICICI Pru Large Cap Fund Reg (G),04-10-2019,41.14
ICICI Pru Large Cap Fund Reg (G),07-10-2019,40.99
ICICI Pru Large Cap Fund Reg (G),09-10-2019,41.63
ICICI Pru Large Cap Fund Reg (G),10-10-2019,41.36
ICICI Pru Large Cap Fund Reg (G),11-10-2019,41.67
ICICI Pru Large Cap Fund Reg (G),14-10-2019,41.82
ICICI Pru Large Cap Fund Reg (G),15-10-2019,42.12
ICICI Pru Large Cap Fund Reg (G),16-10-2019,42.21
ICICI Pru Large Cap Fund Reg (G),22-10-2019,42.53
ICICI Pru Large Cap Fund Reg (G),23-10-2019,42.64
ICICI Pru Large Cap Fund Reg (G),24-10-2019,42.53
ICICI Pru Large Cap Fund Reg (G),25-10-2019,42.5
